card_id,opportunity_id,why,before_start,participation_steps,make_it_easier,participation_levels,indicators,whats_next,support_notes,status,source_file
FOOD-069-CARD003,FOOD-069-OP003,ليختم مهمة التنظيف برؤية سطح لامع ونظيف.,جهّز فوطة جافة نظيفة.,تمرير الفوطة على الأسطح حتى تلمع.,خصص فوطة صغيرة بلون مميز لهذه المهمة.,المساعدة في التلميع، التلميع الجزئي، التلميع الكامل.,يترك السطح لامعًا دون بقع متبقية.,الموقد والشفاط نظيفان وجاهزان للاستخدام من جديد.,فوطة تلميع مخصصة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-070-CARD001,FOOD-070-OP001,ليشارك في مهمة بسيطة وآمنة نسبيًا.,جهّز الفوطة والمنظف اللطيف.,رش قليل من المنظف على الفوطة مباشرة.,استخدم منظفًا برذاذ خفيف سهل الضغط.,المساعدة في الرش، الرش بمفرده، اختيار الكمية المناسبة أيضًا.,يتحكم بجرعة الرش دون إفراط.,الانتقال إلى مسح مقابض الثلاجة بالكامل.,منظف آمن برذاذ خفيف.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-070-CARD002,FOOD-070-OP002,ليساهم في مهمة يومية بسيطة تفيد كل أفراد الأسرة.,تأكد من إمساكه بالفوطة بثبات.,تمرير الفوطة على المقابض بحركات منتظمة.,اطلب منه مسح مقبض واحد في كل مرة.,المساعدة في المسح، مسح مقبض واحد، مسح كل المقابض.,يترك المقابض نظيفة دون بقع ظاهرة.,الانتقال إلى مسح واجهة الثلاجة للتخلص من البصمات.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-070-CARD003,FOOD-070-OP003,ليختم المهمة برؤية ثلاجة لامعة ونظيفة تمامًا.,جهّز فوطة جافة إضافية للتلميع النهائي.,تمرير الفوطة على الواجهة بحركات منتظمة.,استخدم فوطة كبيرة تغطي مساحة أوسع بسرعة.,المساعدة في المسح، المسح الجزئي، المسح الكامل.,يترك الواجهة لامعة دون بصمات ظاهرة.,الثلاجة نظيفة ولامعة كما وجدها الجميع.,فوطة تلميع جافة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-071-CARD001,FOOD-071-OP001,ليشارك في مهمة نظافة مهمة تحافظ على سلامة الأسرة.,جهّز ملعقة أو أداة كشط بسيطة.,كشط البقايا عن السطح، وضعها في المهملات.,استخدم أداة كشط بمقبض عريض.,المساعدة في الإزالة، الإزالة الجزئية، الإزالة الكاملة.,يزيل البقايا بثبات دون ترك أثر كبير.,الانتقال إلى مسح السطح بالماء الساخن والصابون.,أداة كشط بمقبض عريض.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-071-CARD002,FOOD-071-OP002,ليساهم في مهمة نظافة مهمة بعد التعامل مع اللحوم.,جهّز إسفنجة وصابونًا مناسبًا.,فرك السطح بحركات دائرية بالماء والصابون.,استخدم إسفنجة بمقبض مريح.,المساعدة في الفرك، الفرك الجزئي، الفرك الكامل.,يفرك السطح بالكامل دون توجيه متكرر.,الانتقال إلى رش معقم الأسطح ومسحه.,إسفنجة بمقبض مريح.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-071-CARD003,FOOD-071-OP003,ليختم مهمة التنظيف بخطوة تعقيم مهمة تحت إشرافك.,تأكد أن المعقم آمن للاستخدام معه.,رش المعقم، مسحه بفوطة نظيفة.,استخدم معقمًا برذاذ خفيف سهل الضغط.,المراقبة معك، الرش تحت إشرافك، المسح بمفرده بعد الرش.,يترك السطح نظيفًا ومعقّمًا بثقة.,الرخامة نظيفة وآمنة لتجهيز طعام جديد.,معقم أسطح آمن برذاذ خفيف.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-072-CARD001,FOOD-072-OP001,ليمارس خطوة أمان بسيطة تحمي صحته وصحة أسرته.,جهّز الصابون في متناول يده عند الحوض.,فتح الماء، وضع الصابون، فرك اليدين.,استخدم صابونًا سائلًا بمضخة سهلة الضغط.,المساعدة في الغسل، الغسل بمفرده، تحديد مدة الغسل الكافية أيضًا.,يغسل يديه بثبات دون تذكير متكرر.,الانتقال إلى فرك الأصابع جيداً.,صابون سائل بمضخة سهلة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-072-CARD002,FOOD-072-OP002,ليتقن خطوة دقيقة تضمن نظافة كاملة ليديه.,أرِه طريقة الفرك بين الأصابع مرة واحدة كمثال.,فرك ما بين الأصابع وحول الأظافر برفق.,اجعلها لعبة بسيطة بعدّ الثواني معًا أثناء الفرك.,المساعدة في الفرك، الفرك بمفرده، الفرك الكامل لكل الأجزاء.,يفرك بين الأصابع دون تذكير.,الانتقال إلى تجفيف اليدين بمنشفة نظيفة.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-072-CARD003,FOOD-072-OP003,ليختم روتين النظافة بخطوة أخيرة بسيطة.,جهّز منشفة نظيفة قريبة من الحوض.,أخذ المنشفة، تجفيف اليدين جيدًا.,خصص منشفة صغيرة معلّقة في متناول يده دائمًا.,المساعدة في التجفيف، التجفيف بمفرده، إعادة تعليق المنشفة أيضًا.,يجفف يديه بالكامل دون تذكير.,يداه نظيفتان وجاهزتان لمتابعة تجهيز الطعام.,منشفة معلّقة ثابتة المكان.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-073-CARD001,FOOD-073-OP001,ليشعر بمسؤولية العناية بأدوات أخيه الصغير.,حدد معه أدوات الطفل بعلامة أو لون مميز.,فرز أدوات الطفل، وضعها جانبًا.,استخدم أطباقًا وملاعق بلون مميز لأدوات الطفل.,المساعدة في الفرز، الفرز بمفرده، الفرز الكامل لكل الأدوات.,يميّز أدوات الطفل بثقة من لونها أو شكلها.,الانتقال إلى غسلها بصابون الأطباق المخصص.,أدوات بلون مميز للطفل.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-073-CARD002,FOOD-073-OP002,ليساهم بيديه في مهمة تحافظ على صحة أخيه الصغير.,جهّز صابونًا لطيفًا مخصصًا لأدوات الأطفال.,فرك كل قطعة بالإسفنجة والصابون، شطفها.,استخدم إسفنجة صغيرة مخصصة لأدوات الطفل فقط.,المساعدة في الغسل، غسل قطعة واحدة، غسل كل الأدوات.,يفرك بعناية أكبر لأنها أدوات أخيه.,الانتقال إلى وضعها في رف التجفيف الخاص بها.,إسفنجة مخصصة لأدوات الطفل.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-073-CARD003,FOOD-073-OP003,ليختم المهمة برؤية أدوات أخيه نظيفة وجاهزة.,جهّز رفًا صغيرًا مخصصًا لأدوات الطفل.,حمل كل قطعة، وضعها في الرف المخصص.,خصص رفًا بلون مميز مطابق لأدوات الطفل.,المساعدة في الوضع، وضع قطعة واحدة، ترتيب كل الأدوات.,يرتب الأدوات في رفها الصحيح دون خلط.,أدوات أخيه جاهزة ونظيفة لوجبته القادمة.,رف تجفيف مخصص لأدوات الطفل.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-074-CARD001,FOOD-074-OP001,ليشارك في مهمة تنظيم بسيطة تحافظ على نضارة الخضار.,جهّز طاولة أو مكانًا لوضع المحتويات مؤقتًا.,إخراج كل خضار من السلة بدوره.,اطلب منه إخراج نوع واحد في كل مرة.,المساعدة في الإفراغ، الإفراغ الجزئي، الإفراغ الكامل.,يحمل الخضار بثبات دون سقوطها.,الانتقال إلى التخلص من الأوراق الجافة والقشور.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-074-CARD002,FOOD-074-OP002,ليشارك في قرار بسيط حول ما يبقى وما يُستبعد.,جهّز كيس مهملات صغير قريب.,فحص كل قطعة، إزالة الأوراق الجافة، التخلص منها.,استخدم كيسًا واحدًا مخصصًا لهذه المهمة فقط.,المساعدة في التخلص، التخلص الجزئي، التخلص الكامل.,يميّز الأوراق الجافة بثقة متزايدة.,الانتقال إلى مسح قاع السلة وإعادة الخضار السليمة.,كيس مهملات صغير مخصص.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-074-CARD003,FOOD-074-OP003,ليختم المهمة برؤية سلة نظيفة ومرتبة من جديد.,جهّز قطعة قماش نظيفة لمسح القاع.,مسح قاع السلة، إعادة الخضار السليمة بترتيب.,خصص قطعة قماش صغيرة بلون مميز لهذه المهمة.,المساعدة في المسح والإعادة، تنفيذ خطوة واحدة، تنفيذ المهمة كاملة.,يرتب الخضار في السلة بثبات ونظام.,سلة الخضار جاهزة ونظيفة للاستخدام اليومي.,قطعة قماش مخصصة.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-075-CARD001,FOOD-075-OP001,ليشارك في مهمة تنظيم بسيطة تحافظ على خزانة مرتبة.,أفسح مساحة على الطاولة لوضع البرطمانات مؤقتًا.,إخراج كل برطمان بحذر، وضعه على الطاولة.,اطلب منه إخراج برطمان واحد في كل مرة.,المساعدة في الإخراج، إخراج برطمان واحد، إخراج كل البرطمانات.,يحمل البرطمانات بثبات دون إسقاطها.,الانتقال إلى مسح المسحوق المتسرب بقطعة قماش مبللة.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(2).txt
FOOD-075-CARD002,FOOD-075-OP002,ليمارس نشاطًا حركيًا بسيطًا ضمن مهمة عائلية.,جهّز قطعة قماش مبللة قليلًا.,تمرير القماش على الرف لإزالة المسحوق المتناثر.,استخدم منديلًا مبللًا جاهزًا بدل ترطيب القماش يدويًا.,المساعدة في المسح، المسح الجزئي، المسح الكامل.,يترك الرف نظيفًا دون بقايا مسحوق.,الانتقال إلى تجفيف الرف وإعادة البرطمانات.,مناديل مبللة جاهزة.,معتمد مبدئيًا,Pasted text (3)(2).txt
