opportunity_id,event_id,opportunity_name_ar,display_order,future_participation_level,safety_mode,status,source_file,participation_level,role_scope,organization_demand,variation_demand,classification_reason,review_required
FOOD-057-OP001,FOOD-057,تجهيز طبق المكسرات أو الفواكه المقطعة,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-057-OP002,FOOD-057,تحضير المشروب الداعم للتركيز,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-057-OP003,FOOD-057,تقديم الوجبة في مساحة الدراسة,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,advanced,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط.,false
FOOD-058-OP001,FOOD-058,سكب الحليب في وعاء التسخين,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,advanced,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,false
FOOD-058-OP002,FOOD-058,متابعة التسخين,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
FOOD-058-OP003,FOOD-058,سكب المشروب في الكوب وتقديمه,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-059-OP001,FOOD-059,غسل وتقشير الفاكهة,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-059-OP002,FOOD-059,تقطيع الفاكهة إلى شرائح,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-059-OP003,FOOD-059,تنسيق الشرائح في طبق التقديم,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,advanced,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-060-OP001,FOOD-060,إعداد وتجهيز الأطباق الشعبية,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-060-OP002,FOOD-060,تجهيز صحون التقديم التقليدية,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-060-OP003,FOOD-060,ترتيب المائدة بطابع تراثي أو تقليدي,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-061-OP001,FOOD-061,جمع الطعام المتبقي في صحون أصغر,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-061-OP002,FOOD-061,تغطية الصحون بالبلاستيك الشفاف أو الأغطية الخاصة,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-061-OP003,FOOD-061,نقل الأطباق لمكان الحفظ,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-062-OP001,FOOD-062,فحص مقابض الموقد للتأكد من إغلاقها تماماً,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-062-OP002,FOOD-062,فصل قوابس الأجهزة الكهربائية الصغيرة التي تم استخدامها,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
FOOD-063-OP001,FOOD-063,التأكد من برودة الموقد,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-063-OP002,FOOD-063,مسح سطح الموقد من بقع الطعام المنسكبة,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-063-OP003,FOOD-063,غسل حوامل العيون,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
FOOD-064-OP001,FOOD-064,مسح الأطباق المبللة بمنشفة جافة,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-064-OP002,FOOD-064,فرز الصحون والأكواب,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-064-OP003,FOOD-064,إعادة الأكواب والأطباق لأماكنها في الخزائن,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,advanced,advanced,advanced,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط.,false
FOOD-065-OP001,FOOD-065,جمع المناشف الرطبة والمتسخة,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-065-OP002,FOOD-065,وضعها في سلة الغسيل,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-065-OP003,FOOD-065,إخراج مناشف نظيفة وتوزيعها في أماكنها,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-066-OP001,FOOD-066,فك أجزاء الزجاجة بالكامل,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-066-OP002,FOOD-066,غسل الأجزاء بفرشاة التنظيف الخاصة,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-066-OP003,FOOD-066,وضع الأجزاء في جهاز التعقيم أو الماء المغلي,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-067-OP001,FOOD-067,مسح صينية الكرسي من بقايا الطعام,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-067-OP002,FOOD-067,تنظيف مقعد الكرسي,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-067-OP003,FOOD-067,كنس الأرضية المحيطة بالكرسي,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-068-OP001,FOOD-068,إزالة العوالق من المصفاة,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
FOOD-068-OP002,FOOD-068,سكب مواد التنظيف المخصصة للمجاري,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-068-OP003,FOOD-068,سكب الماء الساخن لتسليك المجرى,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-069-OP001,FOOD-069,رش مزيل الدهون على الجوانب,1,,,معتمد مبدئيًا,Pasted text (3)(2).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
FOOD-069-OP002,FOOD-069,مسح الأسطح بإسفنجة خشنة,2,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
FOOD-069-OP003,FOOD-069,تلميع الأسطح بفوطة جافة,3,,,معتمد مبدئيًا,Pasted text (3)(2).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
